transaction_id,user_id,related_invoice_id,related_job_id,transaction_type,amount,currency,description,merchant_name,transaction_category,date,balance_after_transaction,payment_method,geo_location,created_at,updated_at
txn_10D98FAE,user_006,,,DEBIT,431.0,INR,UPI-CAFE-EXPRESS-CAFE-MOCHA,Cafe Express Cafe,Medical,2025-11-15T03:05:26.762566+00:00,87374,UPI,"Delhi, Delhi",2025-11-15T03:05:26.762566+00:00,2025-11-15T03:05:26.762566+00:00
txn_AE1679FC,user_046,,,CREDIT,38990.0,INR,NEFT-SoftcloudNetworks-PAYMENT,Softcloudnetworks Payment,Grocery,2025-06-07T17:15:51.762566+00:00,238842,NEFT,"Delhi, Delhi",2025-06-07T17:15:51.762566+00:00,2025-06-07T17:15:51.762566+00:00
txn_B1B15FDD,user_008,,,DEBIT,6728.0,INR,CARD-FLIGHT-BOOKING,Flight Booking,Trips,2025-07-21T15:48:38.762566+00:00,52477,CARD,"Pune, Maharashtra",2025-07-21T15:48:38.762566+00:00,2025-07-21T15:48:38.762566+00:00
txn_14665C04,user_047,,,CREDIT,136943.0,INR,NEFT-NovaStackInnovations-PAYMENT,Novastackinnovations Payment,Grocery,2025-08-05T10:31:42.762566+00:00,208597,NEFT,"Mumbai, Maharashtra",2025-08-05T10:31:42.762566+00:00,2025-08-05T10:31:42.762566+00:00
txn_FB65FA3B,user_006,,,DEBIT,2045.0,INR,UPI-CAFE-COFFEE-STUDIO-CAFE-COFFEE-ZONE-HOUSE,Cafe Coffee Studio,Grocery,2025-06-02T23:51:29.762566+00:00,85329,UPI,"Bengaluru, Karnataka",2025-06-02T23:51:29.762566+00:00,2025-06-02T23:51:29.762566+00:00
txn_3DD25C9B,user_024,,,DEBIT,1142.0,INR,UPI-LIFELINE-PHARMACY-INDIA,Lifeline Pharmacy India,Shopping,2025-09-23T08:50:26.762566+00:00,54154,UPI,"Pune, Maharashtra",2025-09-23T08:50:26.762566+00:00,2025-09-23T08:50:26.762566+00:00
txn_C3E8F3E7,user_003,,,DEBIT,467.0,INR,CARD-AMAZON-PRIME,Amazon Prime,Entertainment,2025-08-04T07:45:56.762566+00:00,8755,CARD,"Delhi, Delhi",2025-08-04T07:45:56.762566+00:00,2025-08-04T07:45:56.762566+00:00
txn_BBBAC732,user_036,,,DEBIT,1392.0,INR,UPI-CAFE-HOUSE-CAFE-HOUSE,Cafe House Cafe,Transport,2025-06-29T15:52:01.762566+00:00,203875,UPI,"Delhi, Delhi",2025-06-29T15:52:01.762566+00:00,2025-06-29T15:52:01.762566+00:00
txn_F19B9FF8,user_048,,,DEBIT,2386.0,INR,UPI-PHARMAWORLD-INDIA-MALL,Pharmaworld India Mall,Grocery,2025-10-24T05:35:27.762566+00:00,82559,UPI,"Pune, Maharashtra",2025-10-24T05:35:27.762566+00:00,2025-10-24T05:35:27.762566+00:00
txn_90FA6CBF,user_036,,,DEBIT,2049.0,INR,UPI-CAFE-COFFEE-CENTRAL-CAFE-BARISTA,Cafe Coffee Central,Food,2025-06-30T06:50:55.762566+00:00,201826,UPI,"Bengaluru, Karnataka",2025-06-30T06:50:55.762566+00:00,2025-06-30T06:50:55.762566+00:00
txn_E9920BB5,user_035,INV-2025-1407,job_14c40e3b,CREDIT,86789.0,INR,NEFT-FutureSparkLabs-PAYMENT,Futuresparklabs Payment,Transport,2025-08-18T22:24:10.762566+00:00,200733,NEFT,"Bengaluru, Karnataka",2025-08-18T22:24:10.762566+00:00,2025-08-18T22:24:10.762566+00:00
txn_46858AF1,user_032,,,DEBIT,2680.0,INR,UPI-THIRD-WAVE-COFFEE-STUDIO-CAFE-COFFEE-HUB,Third Wave Coffee,Food,2025-06-06T00:46:12.762566+00:00,248266,UPI,"Bengaluru, Karnataka",2025-06-06T00:46:12.762566+00:00,2025-06-06T00:46:12.762566+00:00
txn_7F551DA8,user_047,,,DEBIT,3843.0,INR,UPI-APOLLO-PHARMACY-INDIA,Apollo Pharmacy India,Transport,2025-06-05T12:57:02.762566+00:00,204754,UPI,"Pune, Maharashtra",2025-06-05T12:57:02.762566+00:00,2025-06-05T12:57:02.762566+00:00
txn_913404E9,user_027,,,DEBIT,20558.0,INR,UPI-LANDLORD-RENT,Landlord Rent,Rent,2025-09-06T21:16:10.762566+00:00,62249,UPI,"Mumbai, Maharashtra",2025-09-06T21:16:10.762566+00:00,2025-09-06T21:16:10.762566+00:00
txn_DAF0181E,user_026,,,DEBIT,1405.0,INR,BILL-ELECTRICITY-BILL,Electricity Bill,Utilities,2025-08-03T11:19:03.762566+00:00,42511,BILL,"Mumbai, Maharashtra",2025-08-03T11:19:03.762566+00:00,2025-08-03T11:19:03.762566+00:00
txn_2BE25044,user_045,,,DEBIT,2106.0,INR,UPI-=====-TRANSPORT_MERCHANTS.TXT-=====-FOOD_MERCHANTS.TXT-=====,===== Transport_Merchants.Txt =====,Shopping,2025-05-31T00:16:37.762566+00:00,178020,UPI,"Pune, Maharashtra",2025-05-31T00:16:37.762566+00:00,2025-05-31T00:16:37.762566+00:00
txn_9F3F0740,user_049,,,DEBIT,2486.0,INR,UPI-MEDISTORE-INDIA-MALL,Medistore India Mall,Food,2025-10-14T10:36:09.762566+00:00,118804,UPI,"Mumbai, Maharashtra",2025-10-14T10:36:09.762566+00:00,2025-10-14T10:36:09.762566+00:00
txn_9B35D785,user_014,,,DEBIT,486.0,INR,UPI-CAREPLUS-PHARMACY-INDIA,Careplus Pharmacy India,Transport,2025-07-15T23:42:20.762566+00:00,43985,UPI,"Pune, Maharashtra",2025-07-15T23:42:20.762566+00:00,2025-07-15T23:42:20.762566+00:00
txn_31446DB2,user_032,,,DEBIT,1050.0,INR,UPI-CAFE-COFFEE-SPOT-CAFE-COFFEE-PARK,Cafe Coffee Spot,Grocery,2025-07-16T10:32:13.762566+00:00,247216,UPI,"Delhi, Delhi",2025-07-16T10:32:13.762566+00:00,2025-07-16T10:32:13.762566+00:00
txn_BBD711B4,user_003,,,DEBIT,221.0,INR,UPI-HERITAGE-FRESH,Heritage Fresh,Grocery,2025-06-12T08:31:41.762566+00:00,8534,UPI,"Pune, Maharashtra",2025-06-12T08:31:41.762566+00:00,2025-06-12T08:31:41.762566+00:00
txn_480497AC,user_037,,,DEBIT,847.0,INR,UPI-CAFE-COFFEE-CULTURE,Cafe Coffee Culture,Food,2025-09-21T17:37:53.762566+00:00,119898,UPI,"Mumbai, Maharashtra",2025-09-21T17:37:53.762566+00:00,2025-09-21T17:37:53.762566+00:00
txn_DAB6A043,user_033,,,DEBIT,305.0,INR,UPI-CAFE-COFFEE-WORKS-CAFE-COFFEE-POINT-HOUSE,Cafe Coffee Works,Transport,2025-11-03T21:18:50.762566+00:00,111023,UPI,"Bengaluru, Karnataka",2025-11-03T21:18:50.762566+00:00,2025-11-03T21:18:50.762566+00:00
txn_15446CFD,user_007,,,DEBIT,4401.0,INR,UPI-NETMEDS-INDIA-MALL,Netmeds India Mall,Food,2025-10-12T11:26:05.762566+00:00,231532,UPI,"Mumbai, Maharashtra",2025-10-12T11:26:05.762566+00:00,2025-10-12T11:26:05.762566+00:00
txn_ECFD1B97,user_049,,,DEBIT,1413.0,INR,UPI-CAFE-COFFEE-FACTORY-CAFE-COFFEE-CORNER-HOUSE,Cafe Coffee Factory,Grocery,2025-09-16T15:48:16.762566+00:00,117391,UPI,"Bengaluru, Karnataka",2025-09-16T15:48:16.762566+00:00,2025-09-16T15:48:16.762566+00:00
txn_9F9E3057,user_024,,,DEBIT,2755.0,INR,UPI-COFFEE-FACTORY-CAFE-COFFEE-LANE,Coffee Factory Cafe,Grocery,2025-06-12T20:00:45.762566+00:00,51399,UPI,"Delhi, Delhi",2025-06-12T20:00:45.762566+00:00,2025-06-12T20:00:45.762566+00:00
txn_19CD8034,user_017,,,DEBIT,550.0,INR,UPI-CHAI-POINT-HOUSE,Chai Point House,Transport,2025-07-21T05:53:22.762566+00:00,64297,UPI,"Bengaluru, Karnataka",2025-07-21T05:53:22.762566+00:00,2025-07-21T05:53:22.762566+00:00
txn_99E44E73,user_018,,,CREDIT,29248.0,INR,NEFT-PixelForgeInteractive-PAYMENT,Pixelforgeinteractive Payment,Shopping,2025-08-29T20:45:40.762566+00:00,272006,NEFT,"Pune, Maharashtra",2025-08-29T20:45:40.762566+00:00,2025-08-29T20:45:40.762566+00:00
txn_7B9063A1,user_047,,,DEBIT,1915.0,INR,UPI-COSTA-COFFEE-PLACE,Costa Coffee Place,Grocery,2025-08-09T08:53:27.762566+00:00,202839,UPI,"Pune, Maharashtra",2025-08-09T08:53:27.762566+00:00,2025-08-09T08:53:27.762566+00:00
txn_B2AE3099,user_005,,,DEBIT,4952.0,INR,UPI-CAFE-COFFEE-FACTORY-CAFE-7-BEANS,Cafe Coffee Factory,Grocery,2025-08-16T07:13:32.762566+00:00,72488,UPI,"Delhi, Delhi",2025-08-16T07:13:32.762566+00:00,2025-08-16T07:13:32.762566+00:00
txn_599F684B,user_012,,,DEBIT,421.0,INR,UPI-CAFE-COFFEE-BEAN-CAFE-COFFEE-WORKS-CAFE-COFFEE-COLLECTIVE,Cafe Coffee Bean,Grocery,2025-08-26T14:12:27.762566+00:00,128702,UPI,"Mumbai, Maharashtra",2025-08-26T14:12:27.762566+00:00,2025-08-26T14:12:27.762566+00:00
txn_8BB51E63,user_010,,,DEBIT,2312.0,INR,UPI-COSTA-COFFEE-SPOT,Costa Coffee Spot,Shopping,2025-10-11T21:35:56.762566+00:00,126542,UPI,"Pune, Maharashtra",2025-10-11T21:35:56.762566+00:00,2025-10-11T21:35:56.762566+00:00
txn_84548472,user_007,,,DEBIT,940.0,INR,UPI-SHOPPERS-STOP-CAFE-COFFEE-FACTORY,Shoppers Stop Cafe,Grocery,2025-09-22T01:03:22.762566+00:00,230592,UPI,"Mumbai, Maharashtra",2025-09-22T01:03:22.762566+00:00,2025-09-22T01:03:22.762566+00:00
txn_455585BB,user_042,,,DEBIT,3246.0,INR,UPI-SUBWAY,Subway,Food,2025-07-23T20:11:33.762566+00:00,82586,UPI,"Mumbai, Maharashtra",2025-07-23T20:11:33.762566+00:00,2025-07-23T20:11:33.762566+00:00
txn_05CACBCB,user_014,,,DEBIT,1418.0,INR,CARD-AMAZON-PRIME,Amazon Prime,Entertainment,2025-06-21T10:50:57.762566+00:00,42567,CARD,"Delhi, Delhi",2025-06-21T10:50:57.762566+00:00,2025-06-21T10:50:57.762566+00:00
txn_EA76C3B7,user_044,,,DEBIT,4960.0,INR,UPI-APOLLO-PHARMACY,Apollo Pharmacy,Medical,2025-10-06T17:59:53.762566+00:00,57570,UPI,"Delhi, Delhi",2025-10-06T17:59:53.762566+00:00,2025-10-06T17:59:53.762566+00:00
txn_F82A27BD,user_025,,,DEBIT,3076.0,INR,UPI-CAFE-COFFEE-HUB-STREET-CAFE-COFFEE-PARK-HOUSE,Cafe Coffee Hub,Grocery,2025-10-15T22:57:01.762566+00:00,118998,UPI,"Pune, Maharashtra",2025-10-15T22:57:01.762566+00:00,2025-10-15T22:57:01.762566+00:00
txn_5684EBBD,user_042,,,DEBIT,733.0,INR,UPI-DTH-RECHARGE,Dth Recharge,Recharge,2025-08-04T05:46:32.762566+00:00,81853,UPI,"Delhi, Delhi",2025-08-04T05:46:32.762566+00:00,2025-08-04T05:46:32.762566+00:00
txn_ECAF2FDD,user_027,,,DEBIT,1108.0,INR,UPI-CAFE-COFFEE-SPOT-CAFE-COFFEE,Cafe Coffee Spot,Grocery,2025-11-20T09:19:54.762566+00:00,61141,UPI,"Mumbai, Maharashtra",2025-11-20T09:19:54.762566+00:00,2025-11-20T09:19:54.762566+00:00
txn_8E0AF1A2,user_008,,,DEBIT,1979.0,INR,UPI-CAFE-COFFEE-YARD-CAFE-COFFEE-LOUNGE-BAR,Cafe Coffee Yard,Food,2025-08-28T00:57:55.762566+00:00,50498,UPI,"Bengaluru, Karnataka",2025-08-28T00:57:55.762566+00:00,2025-08-28T00:57:55.762566+00:00
txn_9A1FF70E,user_001,,,DEBIT,19835.0,INR,UPI-LANDLORD-RENT,Landlord Rent,Rent,2025-08-23T04:03:11.762566+00:00,44132,UPI,"Bengaluru, Karnataka",2025-08-23T04:03:11.762566+00:00,2025-08-23T04:03:11.762566+00:00
txn_348E2806,user_039,,,DEBIT,2613.0,INR,BILL-MOBILE-BILL,Mobile Bill,Utilities,2025-08-03T22:26:38.762566+00:00,69691,BILL,"Mumbai, Maharashtra",2025-08-03T22:26:38.762566+00:00,2025-08-03T22:26:38.762566+00:00
txn_F43B796F,user_035,,,DEBIT,1624.0,INR,UPI-CAFE-COFFEE-STREET-CAFE-COFFEE-CENTRAL-PERK-HOUSE,Cafe Coffee Street,Food,2025-09-30T21:29:22.762566+00:00,199109,UPI,"Delhi, Delhi",2025-09-30T21:29:22.762566+00:00,2025-09-30T21:29:22.762566+00:00
txn_7E9BA1BF,user_046,,,DEBIT,3093.0,INR,UPI-=====-GROCERY_MERCHANTS.TXT-=====-GROCERY_MERCHANTS.TXT-=====-FOOD_MERCHANTS.TXT-=====,===== Grocery_Merchants.Txt =====,Food,2025-09-22T18:15:47.762566+00:00,235749,UPI,"Mumbai, Maharashtra",2025-09-22T18:15:47.762566+00:00,2025-09-22T18:15:47.762566+00:00
txn_2589D13D,user_037,,,DEBIT,2164.0,INR,UPI-CAFE-COFFEE-CULTURE,Cafe Coffee Culture,Grocery,2025-08-21T00:34:06.762566+00:00,117734,UPI,"Mumbai, Maharashtra",2025-08-21T00:34:06.762566+00:00,2025-08-21T00:34:06.762566+00:00
txn_2BA0C0A2,user_044,,,DEBIT,4850.0,INR,UPI-SHOPPERS-STOP-HOUSE,Shoppers Stop House,Food,2025-08-04T04:33:34.762566+00:00,52720,UPI,"Mumbai, Maharashtra",2025-08-04T04:33:34.762566+00:00,2025-08-04T04:33:34.762566+00:00
txn_0DDFB576,user_020,,,DEBIT,3523.0,INR,BILL-WATER-BILL,Water Bill,Utilities,2025-08-08T10:43:36.762566+00:00,127807,BILL,"Mumbai, Maharashtra",2025-08-08T10:43:36.762566+00:00,2025-08-08T10:43:36.762566+00:00
txn_8C1FDD9C,user_018,,,DEBIT,494.0,INR,UPI-MERU-CAR-RENTALS-BIKE,Meru Car Rentals,Transport,2025-11-18T04:35:46.762566+00:00,271512,UPI,"Bengaluru, Karnataka",2025-11-18T04:35:46.762566+00:00,2025-11-18T04:35:46.762566+00:00
txn_65368BD3,user_024,,,DEBIT,858.0,INR,UPI-THIRD-WAVE-COFFEE-POINT,Third Wave Coffee,Transport,2025-07-11T14:36:26.762566+00:00,50541,UPI,"Pune, Maharashtra",2025-07-11T14:36:26.762566+00:00,2025-07-11T14:36:26.762566+00:00
txn_5111275D,user_005,,,DEBIT,1921.0,INR,UPI-CAFE-COFFEE-WORKS-CAFE-COFFEE-JUNCTION-HOUSE,Cafe Coffee Works,Medical,2025-08-16T03:13:23.762566+00:00,70567,UPI,"Delhi, Delhi",2025-08-16T03:13:23.762566+00:00,2025-08-16T03:13:23.762566+00:00
txn_ADD11E89,user_041,,,DEBIT,4158.0,INR,UPI-SHOPPER'S-STOP-ONLINE,Shopper'S Stop Online,Food,2025-06-25T23:50:36.762566+00:00,106724,UPI,"Pune, Maharashtra",2025-06-25T23:50:36.762566+00:00,2025-06-25T23:50:36.762566+00:00
txn_4EE81945,user_048,,,DEBIT,21675.0,INR,UPI-LANDLORD-RENT,Landlord Rent,Rent,2025-09-09T22:47:08.762566+00:00,60884,UPI,"Pune, Maharashtra",2025-09-09T22:47:08.762566+00:00,2025-09-09T22:47:08.762566+00:00
txn_56F42347,user_005,,,DEBIT,1271.0,INR,UPI-CAFE-COFFEE-HUB-&-SPENCER-MALL,Cafe Coffee Hub,Food,2025-06-25T01:08:32.762566+00:00,69296,UPI,"Bengaluru, Karnataka",2025-06-25T01:08:32.762566+00:00,2025-06-25T01:08:32.762566+00:00
txn_4744BE9F,user_050,,,DEBIT,3505.0,INR,UPI-MEDILIFE-INDIA,Medilife India,Medical,2025-07-20T23:45:51.762566+00:00,75186,UPI,"Bengaluru, Karnataka",2025-07-20T23:45:51.762566+00:00,2025-07-20T23:45:51.762566+00:00
txn_EC39644E,user_003,,,DEBIT,4444.0,INR,UPI-PUMA-INDIA-MALL,Puma India Mall,Shopping,2025-08-15T20:41:09.762566+00:00,4090,UPI,"Pune, Maharashtra",2025-08-15T20:41:09.762566+00:00,2025-08-15T20:41:09.762566+00:00
txn_21D70370,user_029,,,CREDIT,29446.0,INR,NEFT-TechCorpSolutions-PAYMENT,Techcorpsolutions Payment,Utilities,2025-06-29T01:39:46.762566+00:00,100674,NEFT,"Delhi, Delhi",2025-06-29T01:39:46.762566+00:00,2025-06-29T01:39:46.762566+00:00
txn_D3FA894A,user_034,,,DEBIT,4335.0,INR,UPI-SHELL-PETROL-PUMP,Shell Petrol Pump,Transport,2025-06-15T13:07:39.762566+00:00,74522,UPI,"Mumbai, Maharashtra",2025-06-15T13:07:39.762566+00:00,2025-06-15T13:07:39.762566+00:00
txn_5F96291D,user_034,,,DEBIT,4651.0,INR,UPI-CAFE-COFFEE-STOP-MALL,Cafe Coffee Stop,Shopping,2025-09-09T04:43:51.762566+00:00,69871,UPI,"Pune, Maharashtra",2025-09-09T04:43:51.762566+00:00,2025-09-09T04:43:51.762566+00:00
txn_3BD53CFC,user_011,,,DEBIT,2281.0,INR,UPI-CAFE-COFFEE-HUB-CAFE-COFFEE-CENTRAL-PERK,Cafe Coffee Hub,Food,2025-08-03T10:17:11.762566+00:00,188732,UPI,"Pune, Maharashtra",2025-08-03T10:17:11.762566+00:00,2025-08-03T10:17:11.762566+00:00
txn_1FEF5E56,user_027,,,DEBIT,4662.0,INR,UPI-CAFE-COFFEE-ZONE-HOUSE-EXPRESS,Cafe Coffee Zone,Food,2025-11-21T05:02:24.762566+00:00,56479,UPI,"Mumbai, Maharashtra",2025-11-21T05:02:24.762566+00:00,2025-11-21T05:02:24.762566+00:00
txn_E4003D03,user_050,,,DEBIT,276.0,INR,UPI-CAFE-COFFEE-SPOT-CAFE-COFFEE-HUB-STREET-HOUSE,Cafe Coffee Spot,Shopping,2025-06-21T08:23:29.762566+00:00,74910,UPI,"Delhi, Delhi",2025-06-21T08:23:29.762566+00:00,2025-06-21T08:23:29.762566+00:00
txn_84AFCB6E,user_047,,,DEBIT,750.0,INR,UPI-MOBILE-RECHARGE,Mobile Recharge,Recharge,2025-07-22T02:44:39.762566+00:00,202089,UPI,"Pune, Maharashtra",2025-07-22T02:44:39.762566+00:00,2025-07-22T02:44:39.762566+00:00
txn_A332DAEE,user_044,,,DEBIT,2042.0,INR,UPI-MARKET-BASKET,Market Basket,Grocery,2025-10-05T07:28:53.762566+00:00,50678,UPI,"Mumbai, Maharashtra",2025-10-05T07:28:53.762566+00:00,2025-10-05T07:28:53.762566+00:00
txn_B6F5B8C6,user_018,,,DEBIT,4030.0,INR,UPI-CAFE-COFFEE-STOP-CAFE-COFFEE-CORNER-HOUSE,Cafe Coffee Stop,Grocery,2025-10-07T10:34:55.762566+00:00,267482,UPI,"Delhi, Delhi",2025-10-07T10:34:55.762566+00:00,2025-10-07T10:34:55.762566+00:00
txn_91B375DF,user_013,,,CREDIT,73313.0,INR,NEFT-BrightPathSoftware-PAYMENT,Brightpathsoftware Payment,Trips,2025-08-11T17:54:05.762566+00:00,286980,NEFT,"Mumbai, Maharashtra",2025-08-11T17:54:05.762566+00:00,2025-08-11T17:54:05.762566+00:00
txn_95DBCB1A,user_044,,,DEBIT,560.0,INR,UPI-DTH-RECHARGE,Dth Recharge,Recharge,2025-11-18T19:12:30.762566+00:00,50118,UPI,"Pune, Maharashtra",2025-11-18T19:12:30.762566+00:00,2025-11-18T19:12:30.762566+00:00
txn_E4632034,user_029,,,DEBIT,211.0,INR,UPI-DTH-RECHARGE,Dth Recharge,Recharge,2025-08-02T23:32:45.762566+00:00,100463,UPI,"Mumbai, Maharashtra",2025-08-02T23:32:45.762566+00:00,2025-08-02T23:32:45.762566+00:00
txn_400B9D44,user_005,,,DEBIT,3408.0,INR,UPI-HP-PETROL-PUMP,Hp Petrol Pump,Food,2025-08-04T03:44:40.762566+00:00,65888,UPI,"Mumbai, Maharashtra",2025-08-04T03:44:40.762566+00:00,2025-08-04T03:44:40.762566+00:00
txn_433BDFCB,user_031,,,DEBIT,1522.0,INR,UPI-CAFE-COFFEE-DEPOT,Cafe Coffee Depot,Food,2025-11-16T01:24:47.762566+00:00,133755,UPI,"Mumbai, Maharashtra",2025-11-16T01:24:47.762566+00:00,2025-11-16T01:24:47.762566+00:00
txn_AA72179F,user_050,,,DEBIT,735.0,INR,UPI-APNA-BAZAAR,Apna Bazaar,Grocery,2025-08-18T02:06:32.762566+00:00,74175,UPI,"Pune, Maharashtra",2025-08-18T02:06:32.762566+00:00,2025-08-18T02:06:32.762566+00:00
txn_88AD0B3A,user_029,,,DEBIT,4712.0,INR,UPI-CAFE-COFFEE-FACTORY-CAFE-COFFEE-ZONE-HOUSE,Cafe Coffee Factory,Food,2025-11-15T23:27:04.762566+00:00,95751,UPI,"Delhi, Delhi",2025-11-15T23:27:04.762566+00:00,2025-11-15T23:27:04.762566+00:00
txn_2EC33BA1,user_013,,,CREDIT,66965.0,INR,NEFT-BrightPathSoftware-PAYMENT,Brightpathsoftware Payment,Grocery,2025-07-23T20:54:42.762566+00:00,353945,NEFT,"Pune, Maharashtra",2025-07-23T20:54:42.762566+00:00,2025-07-23T20:54:42.762566+00:00
txn_706C5923,user_050,,,DEBIT,2042.0,INR,UPI-CAFE-COFFEE-DEPOT-CAFE-COFFEE-JUNCTION-HOUSE,Cafe Coffee Depot,Food,2025-06-24T08:42:22.762566+00:00,72133,UPI,"Mumbai, Maharashtra",2025-06-24T08:42:22.762566+00:00,2025-06-24T08:42:22.762566+00:00
txn_4FF1563E,user_047,,,DEBIT,1989.0,INR,UPI-CAFE-COFFEE-HUB-CAFE-COFFEE-STREET-HOUSE,Cafe Coffee Hub,Food,2025-08-17T02:53:07.762566+00:00,200100,UPI,"Delhi, Delhi",2025-08-17T02:53:07.762566+00:00,2025-08-17T02:53:07.762566+00:00
txn_AD11E0ED,user_048,,,DEBIT,4967.0,INR,UPI-CAFE-COFFEE-STOP-ONLINE,Cafe Coffee Stop,Grocery,2025-06-27T02:14:49.762566+00:00,55917,UPI,"Delhi, Delhi",2025-06-27T02:14:49.762566+00:00,2025-06-27T02:14:49.762566+00:00
txn_B15CE222,user_046,INV-2025-1579,job_14dfedf9,CREDIT,51587.0,INR,NEFT-RemoteDAO-PAYMENT,Remotedao Payment,Food,2025-09-19T09:04:46.762566+00:00,287336,NEFT,"Delhi, Delhi",2025-09-19T09:04:46.762566+00:00,2025-09-19T09:04:46.762566+00:00
txn_7836599A,user_036,,,DEBIT,2831.0,INR,UPI-DECATHLON-INDIA-MALL,Decathlon India Mall,Shopping,2025-07-28T18:53:16.762566+00:00,198995,UPI,"Pune, Maharashtra",2025-07-28T18:53:16.762566+00:00,2025-07-28T18:53:16.762566+00:00
txn_20362277,user_031,,,DEBIT,641.0,INR,UPI-COSTA-COFFEE-JUNCTION-HOUSE-EXPRESS,Costa Coffee Junction,Medical,2025-07-19T17:02:46.762566+00:00,133114,UPI,"Mumbai, Maharashtra",2025-07-19T17:02:46.762566+00:00,2025-07-19T17:02:46.762566+00:00
txn_6F70C359,user_017,,,DEBIT,2528.0,INR,UPI-CAFE-COFFEE-GARDEN-CAFE-MOCHA-HOUSE,Cafe Coffee Garden,Food,2025-08-15T05:00:16.762566+00:00,61769,UPI,"Bengaluru, Karnataka",2025-08-15T05:00:16.762566+00:00,2025-08-15T05:00:16.762566+00:00
txn_A1DD3264,user_024,,,DEBIT,1125.0,INR,UPI-CAFE-COFFEE-DEPOT-CAFE-HOUSE,Cafe Coffee Depot,Shopping,2025-11-02T04:19:00.762566+00:00,49416,UPI,"Pune, Maharashtra",2025-11-02T04:19:00.762566+00:00,2025-11-02T04:19:00.762566+00:00
txn_1D25AFB5,user_030,,,DEBIT,1266.0,INR,UPI-CAFE-COFFEE-EXPRESS-CAFE-HOUSE,Cafe Coffee Express,Food,2025-06-01T16:11:17.762566+00:00,144337,UPI,"Bengaluru, Karnataka",2025-06-01T16:11:17.762566+00:00,2025-06-01T16:11:17.762566+00:00
txn_AB29B310,user_034,,,DEBIT,4780.0,INR,UPI-UBER-BIKE,Uber Bike,Transport,2025-09-14T09:48:06.762566+00:00,65091,UPI,"Bengaluru, Karnataka",2025-09-14T09:48:06.762566+00:00,2025-09-14T09:48:06.762566+00:00
txn_6C84B6F2,user_012,,,DEBIT,2207.0,INR,UPI-CAFE-COFFEE-WORKS-CAFE-EXPRESS,Cafe Coffee Works,Food,2025-11-21T18:28:55.762566+00:00,126495,UPI,"Delhi, Delhi",2025-11-21T18:28:55.762566+00:00,2025-11-21T18:28:55.762566+00:00
txn_BA6D5827,user_016,,,DEBIT,334.0,INR,CARD-HOTSTAR,Hotstar,Entertainment,2025-09-29T07:03:02.762566+00:00,101768,CARD,"Delhi, Delhi",2025-09-29T07:03:02.762566+00:00,2025-09-29T07:03:02.762566+00:00
txn_3F14BA30,user_008,,,DEBIT,3770.0,INR,UPI-CAFE-COFFEE-LANE-HOUSE-EXPRESS,Cafe Coffee Lane,Food,2025-08-13T06:55:07.762566+00:00,46728,UPI,"Delhi, Delhi",2025-08-13T06:55:07.762566+00:00,2025-08-13T06:55:07.762566+00:00
txn_20894A5D,user_039,,,CREDIT,43549.0,INR,NEFT-NeonByteLabs-PAYMENT,Neonbytelabs Payment,Utilities,2025-08-27T16:21:16.762566+00:00,113240,NEFT,"Pune, Maharashtra",2025-08-27T16:21:16.762566+00:00,2025-08-27T16:21:16.762566+00:00
txn_10B6ED91,user_016,,,DEBIT,4849.0,INR,UPI-KFC,Kfc,Food,2025-08-19T10:16:29.762566+00:00,96919,UPI,"Mumbai, Maharashtra",2025-08-19T10:16:29.762566+00:00,2025-08-19T10:16:29.762566+00:00
txn_85F78293,user_001,,,DEBIT,575.0,INR,UPI-DTH-RECHARGE,Dth Recharge,Recharge,2025-07-22T14:59:49.762566+00:00,43557,UPI,"Bengaluru, Karnataka",2025-07-22T14:59:49.762566+00:00,2025-07-22T14:59:49.762566+00:00
txn_EC0FDA4E,user_014,,,CREDIT,149877.0,INR,NEFT-TechCorpSolutions-PAYMENT,Techcorpsolutions Payment,Food,2025-09-29T21:32:54.762566+00:00,192444,NEFT,"Mumbai, Maharashtra",2025-09-29T21:32:54.762566+00:00,2025-09-29T21:32:54.762566+00:00
txn_B422944C,user_006,,,DEBIT,6881.0,INR,CARD-FLIGHT-BOOKING,Flight Booking,Trips,2025-09-19T01:12:59.762566+00:00,78448,CARD,"Delhi, Delhi",2025-09-19T01:12:59.762566+00:00,2025-09-19T01:12:59.762566+00:00
txn_11033016,user_001,,,DEBIT,92.0,INR,UPI-CAFE-COFFEE-STREET-CAFE-COFFEE-ZONE-CAFE-HOUSE,Cafe Coffee Street,Food,2025-09-20T01:46:02.762566+00:00,43465,UPI,"Bengaluru, Karnataka",2025-09-20T01:46:02.762566+00:00,2025-09-20T01:46:02.762566+00:00
txn_D374A29A,user_037,,,DEBIT,2048.0,INR,UPI-CAFE-COFFEE-COURT-CAFE-COFFEE-POINT-HOUSE,Cafe Coffee Court,Grocery,2025-08-12T07:04:35.762566+00:00,115686,UPI,"Bengaluru, Karnataka",2025-08-12T07:04:35.762566+00:00,2025-08-12T07:04:35.762566+00:00
txn_95473AB9,user_005,,,DEBIT,4673.0,INR,UPI-DAILYMART,Dailymart,Grocery,2025-10-06T03:08:29.762566+00:00,61215,UPI,"Delhi, Delhi",2025-10-06T03:08:29.762566+00:00,2025-10-06T03:08:29.762566+00:00
